No,year,month,day,hour,season,PM_Taiyuanjie,PM_Xiaoheyan,Some_PM,PM_US Post,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
87,2010,1,4,14,4,NA,NA,NA,NA,-24,54.37,1024,-17,NW,6.6878,NA,NA
88,2010,1,4,15,4,NA,NA,NA,NA,-23,59.46,1024,-17,NW,9.7745,NA,NA
89,2010,1,4,16,4,NA,NA,NA,NA,-23,64.72,1025,-18,NW,11.8323,NA,NA
90,2010,1,4,17,4,NA,NA,NA,NA,-23,64.72,1026,-18,NW,13.3756,NA,NA
91,2010,1,4,18,4,NA,NA,NA,NA,-24,64.46,1026,-19,NE,1.5433,NA,NA
92,2010,1,4,19,4,NA,NA,NA,NA,-24,64.46,1027,-19,NE,2.5722,NA,NA
93,2010,1,4,20,4,NA,NA,NA,NA,-24,70.26,1027,-20,NE,4.1155,NA,NA
94,2010,1,4,21,4,NA,NA,NA,NA,-24,70.26,1028,-20,NE,5.1444,NA,NA
95,2010,1,4,22,4,NA,NA,NA,NA,-25,76.46,1028,-22,cv,0,NA,NA
96,2010,1,4,23,4,NA,NA,NA,NA,-27,76.07,1028,-24,SW,0.5144,NA,NA
97,2010,1,5,0,4,NA,NA,NA,NA,-26,83.4,1028,-24,SE,0.5144,NA,NA
98,2010,1,5,1,4,NA,NA,NA,NA,-25,76.46,1028,-22,SW,1.0289,NA,NA
99,2010,1,5,2,4,NA,NA,NA,NA,-24,83.68,1029,-22,SW,2.0578,NA,NA
100,2010,1,5,3,4,NA,NA,NA,NA,-24,76.65,1029,-21,SW,3.0867,NA,NA
101,2010,1,5,4,4,NA,NA,NA,NA,-26,76.26,1029,-23,cv,0.5144,NA,NA
102,2010,1,5,5,4,NA,NA,NA,NA,-27,76.07,1029,-24,SE,0.5144,NA,NA
103,2010,1,5,6,4,NA,NA,NA,NA,-26,83.4,1029,-24,SE,1.5433,NA,NA
104,2010,1,5,7,4,NA,NA,NA,NA,-27,76.07,1029,-24,SW,1.0289,NA,NA
105,2010,1,5,8,4,NA,NA,NA,NA,-26,76.26,1030,-23,SW,2.0578,NA,NA
106,2010,1,5,9,4,NA,NA,NA,NA,-25,70.03,1030,-21,SW,2.5722,NA,NA
107,2010,1,5,10,4,NA,NA,NA,NA,-24,64.46,1031,-19,SW,3.6011,NA,NA
108,2010,1,5,11,4,NA,NA,NA,NA,-24,59.18,1030,-18,SW,4.1155,NA,NA
109,2010,1,5,12,4,NA,NA,NA,NA,-24,54.37,1029,-17,SW,5.1444,NA,NA
110,2010,1,5,13,4,NA,NA,NA,NA,-23,54.68,1029,-16,SW,6.1733,NA,NA
111,2010,1,5,14,4,NA,NA,NA,NA,-23,54.68,1029,-16,NW,1.5433,NA,NA
112,2010,1,5,15,4,NA,NA,NA,NA,-23,54.68,1029,-16,NW,3.0866,NA,NA
113,2010,1,5,16,4,NA,NA,NA,NA,-23,59.46,1029,-17,NW,4.1155,NA,NA
114,2010,1,5,17,4,NA,NA,NA,NA,-24,59.18,1029,-18,NW,5.1444,NA,NA
115,2010,1,5,18,4,NA,NA,NA,NA,-25,64.19,1030,-20,cv,0,NA,NA
116,2010,1,5,19,4,NA,NA,NA,NA,-25,70.03,1030,-21,SE,1.0289,NA,NA
117,2010,1,5,20,4,NA,NA,NA,NA,-25,76.46,1030,-22,SE,2.0578,NA,NA
118,2010,1,5,21,4,NA,NA,NA,NA,-25,70.03,1030,-21,SE,3.0867,NA,NA
119,2010,1,5,22,4,NA,NA,NA,NA,-24,76.65,1030,-21,SE,3.6011,NA,NA
120,2010,1,5,23,4,NA,NA,NA,NA,-24,70.26,1030,-20,SE,4.1155,NA,NA
121,2010,1,6,0,4,NA,NA,NA,NA,-24,76.65,1030,-21,cv,0.5144,NA,NA
122,2010,1,6,1,4,NA,NA,NA,NA,-25,76.46,1030,-22,SE,0.5144,NA,NA
123,2010,1,6,2,4,NA,NA,NA,NA,-26,76.26,1031,-23,SE,1.5433,NA,NA
124,2010,1,6,3,4,NA,NA,NA,NA,-27,76.07,1031,-24,SE,2.0577,NA,NA
125,2010,1,6,4,4,NA,NA,NA,NA,-27,76.07,1030,-24,SE,2.5721,NA,NA
126,2010,1,6,5,4,NA,NA,NA,NA,-28,75.87,1031,-25,SW,0.5144,NA,NA
127,2010,1,6,6,4,NA,NA,NA,NA,-28,75.87,1031,-25,SE,0.5144,NA,NA
128,2010,1,6,7,4,NA,NA,NA,NA,-28,75.87,1031,-25,SE,1.0288,NA,NA
129,2010,1,6,8,4,NA,NA,NA,NA,-27,83.26,1031,-25,SE,2.0577,NA,NA
130,2010,1,6,9,4,NA,NA,NA,NA,-25,76.46,1032,-22,SW,0.5144,NA,NA
131,2010,1,6,10,4,NA,NA,NA,NA,-23,76.84,1032,-20,SW,1.5433,NA,NA
132,2010,1,6,11,4,NA,NA,NA,NA,-22,70.71,1032,-18,SW,2.5722,NA,NA
133,2010,1,6,12,4,NA,NA,NA,NA,-21,70.94,1031,-17,SW,3.6011,NA,NA
134,2010,1,6,13,4,NA,NA,NA,NA,-20,71.16,1031,-16,SW,4.63,NA,NA
135,2010,1,6,14,4,NA,NA,NA,NA,-19,71.38,1031,-15,SW,6.1733,NA,NA
136,2010,1,6,15,4,NA,NA,NA,NA,-19,71.38,1031,-15,NW,1.5433,NA,NA
137,2010,1,6,16,4,NA,NA,NA,NA,-19,77.57,1031,-16,NW,2.5722,NA,NA
138,2010,1,6,17,4,NA,NA,NA,NA,-20,71.16,1031,-16,NW,3.6011,NA,NA
139,2010,1,6,18,4,NA,NA,NA,NA,-21,77.21,1032,-18,SE,0.5144,NA,NA
140,2010,1,6,19,4,NA,NA,NA,NA,-21,84.09,1032,-19,SE,1.0288,NA,NA
141,2010,1,6,20,4,NA,NA,NA,NA,-20,77.39,1032,-17,SE,1.5432,NA,NA
142,2010,1,6,21,4,NA,NA,NA,NA,-20,77.39,1032,-17,SE,2.0576,NA,NA
143,2010,1,6,22,4,NA,NA,NA,NA,-20,77.39,1032,-17,cv,0.5144,NA,NA
144,2010,1,6,23,4,NA,NA,NA,NA,-19,84.36,1032,-17,SW,0.5144,NA,NA
145,2010,1,7,0,4,NA,NA,NA,NA,-20,77.39,1032,-17,SE,1.0289,NA,NA
146,2010,1,7,1,4,NA,NA,NA,NA,-20,84.23,1032,-18,SE,2.0578,NA,NA
147,2010,1,7,2,4,NA,NA,NA,NA,-21,84.09,1032,-19,SE,3.0867,NA,NA
148,2010,1,7,3,4,NA,NA,NA,NA,-21,84.09,1032,-19,SE,3.6011,NA,NA
149,2010,1,7,4,4,NA,NA,NA,NA,-20,84.23,1032,-18,cv,0.5144,NA,NA
150,2010,1,7,5,4,NA,NA,NA,NA,-20,84.23,1032,-18,SE,0.5144,NA,NA
151,2010,1,7,6,4,NA,NA,NA,NA,-20,84.23,1032,-18,cv,0,NA,NA
152,2010,1,7,7,4,NA,NA,NA,NA,-19,84.36,1032,-17,SE,0.5144,NA,NA
153,2010,1,7,8,4,NA,NA,NA,NA,-19,84.36,1033,-17,SE,1.0288,NA,NA
154,2010,1,7,9,4,NA,NA,NA,NA,-19,84.36,1033,-17,SW,0.5144,NA,NA
155,2010,1,7,10,4,NA,NA,NA,NA,-18,77.75,1033,-15,cv,0.5144,NA,NA
156,2010,1,7,11,4,NA,NA,NA,NA,-18,65.98,1032,-13,cv,1.0288,NA,NA
157,2010,1,7,12,4,NA,NA,NA,NA,-17,71.81,1032,-13,SW,0.5144,NA,NA
158,2010,1,7,13,4,NA,NA,NA,NA,-16,66.47,1031,-11,cv,0.5144,NA,NA
159,2010,1,7,14,4,NA,NA,NA,NA,-16,66.47,1031,-11,SW,1.0289,NA,NA
160,2010,1,7,15,4,NA,NA,NA,NA,-16,66.47,1031,-11,NE,2.0578,NA,NA
161,2010,1,7,16,4,NA,NA,NA,NA,-16,72.02,1031,-12,NE,3.0867,NA,NA
162,2010,1,7,17,4,NA,NA,NA,NA,-17,71.81,1031,-13,NE,4.1156,NA,NA
163,2010,1,7,18,4,NA,NA,NA,NA,-18,77.75,1031,-15,NE,5.6589,NA,NA
164,2010,1,7,19,4,NA,NA,NA,NA,-18,77.75,1031,-15,NE,6.6878,NA,NA
165,2010,1,7,20,4,NA,NA,NA,NA,-20,77.39,1031,-17,NE,7.2022,NA,NA
166,2010,1,7,21,4,NA,NA,NA,NA,-22,83.96,1030,-20,NE,7.7166,NA,NA
167,2010,1,7,22,4,NA,NA,NA,NA,-23,83.82,1030,-21,cv,0.5144,NA,NA
168,2010,1,7,23,4,NA,NA,NA,NA,-23,83.82,1030,-21,SE,0.5144,NA,NA
169,2010,1,8,0,4,NA,NA,NA,NA,-23,83.82,1030,-21,SE,1.0288,NA,NA
170,2010,1,8,1,4,NA,NA,NA,NA,-23,76.84,1030,-20,SW,0.5144,NA,NA
171,2010,1,8,2,4,NA,NA,NA,NA,-22,83.96,1029,-20,SE,1.0289,NA,NA
172,2010,1,8,3,4,NA,NA,NA,NA,-23,83.82,1029,-21,cv,0.5144,NA,NA
173,2010,1,8,4,4,NA,NA,NA,NA,-19,84.36,1028,-17,SE,1.5433,NA,NA
174,2010,1,8,5,4,NA,NA,NA,NA,-18,84.49,1028,-16,SE,2.0577,NA,NA
175,2010,1,8,6,4,NA,NA,NA,NA,-18,77.75,1029,-15,NW,0.5144,NA,NA
176,2010,1,8,7,4,NA,NA,NA,NA,-17,84.62,1029,-15,NE,0.5144,NA,NA
177,2010,1,8,8,4,NA,NA,NA,NA,-17,84.62,1029,-15,NE,1.0288,NA,NA
178,2010,1,8,9,4,NA,NA,NA,NA,-16,84.74,1029,-14,cv,0.5144,NA,NA
179,2010,1,8,10,4,NA,NA,NA,NA,-15,84.87,1029,-13,cv,1.0288,NA,NA
180,2010,1,8,11,4,NA,NA,NA,NA,-14,78.44,1028,-11,SE,1.0289,NA,NA
181,2010,1,8,12,4,NA,NA,NA,NA,-13,78.61,1027,-10,NE,1.0289,NA,NA
182,2010,1,8,13,4,NA,NA,NA,NA,-12,72.85,1026,-8,NE,2.5722,NA,NA
183,2010,1,8,14,4,NA,NA,NA,NA,-12,72.85,1026,-8,NE,4.63,NA,NA
184,2010,1,8,15,4,NA,NA,NA,NA,-12,67.42,1026,-7,NE,5.6589,NA,NA
185,2010,1,8,16,4,NA,NA,NA,NA,-13,72.65,1026,-9,NW,0.5144,NA,NA
186,2010,1,8,17,4,NA,NA,NA,NA,-14,72.44,1025,-10,NE,1.0289,NA,NA
187,2010,1,8,18,4,NA,NA,NA,NA,-13,78.61,1025,-10,NE,2.5722,NA,NA
188,2010,1,8,19,4,NA,NA,NA,NA,-13,85.11,1025,-11,NE,4.1155,NA,NA
189,2010,1,8,20,4,NA,NA,NA,NA,-14,84.99,1025,-12,NE,5.1444,NA,NA
190,2010,1,8,21,4,NA,NA,NA,NA,-14,92.16,1025,-13,NE,6.1733,NA,NA
191,2010,1,8,22,4,NA,NA,NA,NA,-15,84.87,1025,-13,NE,7.7166,NA,NA
192,2010,1,8,23,4,NA,NA,NA,NA,-14,84.99,1025,-12,NE,8.7455,NA,NA
193,2010,1,9,0,4,NA,NA,NA,NA,-13,85.11,1025,-11,NE,9.7744,NA,NA
194,2010,1,9,1,4,NA,NA,NA,NA,-13,85.11,1025,-11,NE,10.2888,NA,NA
195,2010,1,9,2,4,NA,NA,NA,NA,-13,85.11,1025,-11,SE,0.5144,NA,NA
196,2010,1,9,3,4,NA,NA,NA,NA,-13,85.11,1025,-11,SE,1.5433,NA,NA
197,2010,1,9,4,4,NA,NA,NA,NA,-13,85.11,1024,-11,cv,0,NA,NA
198,2010,1,9,5,4,NA,NA,NA,NA,-13,85.11,1024,-11,NE,1.0289,NA,NA
199,2010,1,9,6,4,NA,NA,NA,NA,-12,85.23,1024,-10,NE,3.0867,NA,NA
200,2010,1,9,7,4,NA,NA,NA,NA,-12,85.23,1025,-10,NE,5.1445,NA,NA
201,2010,1,9,8,4,NA,NA,NA,NA,-11,92.36,1025,-10,NE,6.6878,NA,NA
202,2010,1,9,9,4,NA,NA,NA,NA,-10,92.42,1025,-9,NE,7.7167,NA,NA
203,2010,1,9,10,4,NA,NA,NA,NA,-10,85.47,1026,-8,NE,9.26,NA,NA
204,2010,1,9,11,4,NA,NA,NA,NA,-9,85.59,1025,-7,NE,11.3178,NA,NA
205,2010,1,9,12,4,NA,NA,NA,NA,-9,79.26,1025,-6,NE,13.3756,NA,NA
206,2010,1,9,13,4,NA,NA,NA,NA,-9,79.26,1025,-6,NE,15.4334,NA,NA
207,2010,1,9,14,4,NA,NA,NA,NA,-9,79.26,1026,-6,NW,2.5722,NA,NA
208,2010,1,9,15,4,NA,NA,NA,NA,-9,85.59,1027,-7,NW,4.63,NA,NA
209,2010,1,9,16,4,NA,NA,NA,NA,-11,78.94,1027,-8,NW,6.6878,NA,NA
210,2010,1,9,17,4,NA,NA,NA,NA,-12,72.85,1029,-8,NW,8.7456,NA,NA
211,2010,1,9,18,4,NA,NA,NA,NA,-12,78.77,1029,-9,NW,11.3178,NA,NA
212,2010,1,9,19,4,NA,NA,NA,NA,-13,78.61,1030,-10,NE,3.0867,NA,NA
213,2010,1,9,20,4,NA,NA,NA,NA,-14,78.44,1030,-11,NW,1.5433,NA,NA
214,2010,1,9,21,4,NA,NA,NA,NA,-14,84.99,1031,-12,NW,3.0866,NA,NA
215,2010,1,9,22,4,NA,NA,NA,NA,-15,92.09,1031,-14,NW,4.1155,NA,NA
216,2010,1,9,23,4,NA,NA,NA,NA,-15,78.27,1031,-12,NW,5.1444,NA,NA
217,2010,1,10,0,4,NA,NA,NA,NA,-19,84.36,1031,-17,SW,0.5144,NA,NA
218,2010,1,10,1,4,NA,NA,NA,NA,-18,91.88,1031,-17,SW,1.5433,NA,NA
219,2010,1,10,2,4,NA,NA,NA,NA,-18,84.49,1031,-16,SW,2.0577,NA,NA
220,2010,1,10,3,4,NA,NA,NA,NA,-17,91.95,1031,-16,cv,0.5144,NA,NA
221,2010,1,10,4,4,NA,NA,NA,NA,-17,84.62,1031,-15,cv,1.0288,NA,NA
222,2010,1,10,5,4,NA,NA,NA,NA,-16,92.02,1031,-15,cv,1.5432,NA,NA
223,2010,1,10,6,4,NA,NA,NA,NA,-16,84.74,1032,-14,cv,2.0576,NA,NA
224,2010,1,10,7,4,NA,NA,NA,NA,-16,84.74,1032,-14,SE,1.0289,NA,NA
225,2010,1,10,8,4,NA,NA,NA,NA,-16,84.74,1032,-14,SE,1.5433,NA,NA
226,2010,1,10,9,4,NA,NA,NA,NA,-15,84.87,1032,-13,cv,0.5144,NA,NA
227,2010,1,10,10,4,NA,NA,NA,NA,-13,85.11,1032,-11,cv,0.5144,NA,NA
228,2010,1,10,11,4,NA,NA,NA,NA,-13,78.61,1031,-10,cv,0.5144,NA,NA
229,2010,1,10,12,4,NA,NA,NA,NA,-14,72.44,1031,-10,NW,1.0289,NA,NA
230,2010,1,10,13,4,NA,NA,NA,NA,-14,72.44,1030,-10,NW,1.5433,NA,NA
231,2010,1,10,14,4,NA,NA,NA,NA,-13,78.61,1030,-10,NW,2.5722,NA,NA
232,2010,1,10,15,4,NA,NA,NA,NA,-13,78.61,1030,-10,NW,4.1155,NA,NA
233,2010,1,10,16,4,NA,NA,NA,NA,-14,78.44,1030,-11,NW,5.6588,NA,NA
234,2010,1,10,17,4,NA,NA,NA,NA,-16,78.1,1030,-13,NW,6.6877,NA,NA
235,2010,1,10,18,4,NA,NA,NA,NA,-16,78.1,1030,-13,NE,1.0289,NA,NA
236,2010,1,10,19,4,NA,NA,NA,NA,-16,84.74,1030,-14,NE,2.5722,NA,NA
237,2010,1,10,20,4,NA,NA,NA,NA,-16,84.74,1030,-14,NE,3.6011,NA,NA
238,2010,1,10,21,4,NA,NA,NA,NA,-19,84.36,1030,-17,SW,1.0289,NA,NA
239,2010,1,10,22,4,NA,NA,NA,NA,-20,84.23,1031,-18,cv,0,NA,NA
240,2010,1,10,23,4,NA,NA,NA,NA,-19,84.36,1031,-17,SE,0.5144,NA,NA
241,2010,1,11,0,4,NA,NA,NA,NA,-18,84.49,1030,-16,SE,1.5433,NA,NA
242,2010,1,11,1,4,NA,NA,NA,NA,-21,84.09,1030,-19,SE,2.0577,NA,NA
243,2010,1,11,2,4,NA,NA,NA,NA,-22,83.96,1031,-20,SW,0.5144,NA,NA
244,2010,1,11,3,4,NA,NA,NA,NA,-23,83.82,1030,-21,SW,1.0288,NA,NA
245,2010,1,11,4,4,NA,NA,NA,NA,-24,76.65,1030,-21,cv,0,NA,NA
246,2010,1,11,5,4,NA,NA,NA,NA,-25,83.54,1030,-23,SE,1.0289,NA,NA
247,2010,1,11,6,4,NA,NA,NA,NA,-25,76.46,1029,-22,SW,1.0289,NA,NA
248,2010,1,11,7,4,NA,NA,NA,NA,-24,83.68,1029,-22,SW,1.5433,NA,NA
249,2010,1,11,8,4,NA,NA,NA,NA,-25,83.54,1030,-23,SW,2.0577,NA,NA
250,2010,1,11,9,4,NA,NA,NA,NA,-22,83.96,1030,-20,SW,3.0866,NA,NA
251,2010,1,11,10,4,NA,NA,NA,NA,-19,84.36,1031,-17,SW,4.1155,NA,NA
252,2010,1,11,11,4,NA,NA,NA,NA,-18,77.75,1030,-15,SW,5.1444,NA,NA
253,2010,1,11,12,4,NA,NA,NA,NA,-18,60.85,1029,-12,NW,2.0578,NA,NA
254,2010,1,11,13,4,NA,NA,NA,NA,-19,55.87,1029,-12,NW,4.1156,NA,NA
255,2010,1,11,14,4,NA,NA,NA,NA,-19,55.87,1028,-12,NW,6.1734,NA,NA
256,2010,1,11,15,4,NA,NA,NA,NA,-20,51.25,1028,-12,NW,8.2312,NA,NA
257,2010,1,11,16,4,NA,NA,NA,NA,-20,55.57,1028,-13,NW,9.7745,NA,NA
258,2010,1,11,17,4,NA,NA,NA,NA,-21,65.23,1029,-16,NW,11.8323,NA,NA
259,2010,1,11,18,4,NA,NA,NA,NA,-21,65.23,1029,-16,NW,12.8612,NA,NA
260,2010,1,11,19,4,NA,NA,NA,NA,-22,59.74,1029,-16,SW,1.0289,NA,NA
261,2010,1,11,20,4,NA,NA,NA,NA,-24,76.65,1029,-21,SW,1.5433,NA,NA
262,2010,1,11,21,4,NA,NA,NA,NA,-24,76.65,1029,-21,SW,2.5722,NA,NA
263,2010,1,11,22,4,NA,NA,NA,NA,-24,76.65,1028,-21,SW,3.6011,NA,NA
264,2010,1,11,23,4,NA,NA,NA,NA,-23,76.84,1028,-20,SW,4.63,NA,NA
265,2010,1,12,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,2010,1,12,1,4,NA,NA,NA,NA,-24,76.65,1027,-21,SW,1.0289,NA,NA
